Name,Description,Est. Value,Rarity,Weight,Category,Properties,Requirements,Author,Rarity Number
Quelling Axe,"This axe appears to be like any other felling axe, but when used it will unerringly cut down any tree with one swing. Its formidable weight and uneven balancing make it a slow, inefficient weapon.","7,000. gp",Very Rare,10,Wondrous Item,"1d10 Slashing - Martial - Heavy, Two-Handed",Requires Attunement,DOTA2,5
Reanimation Bomb,Re-animation bomb,,Very Rare,,Wondrous Item,,,,5
Pyramid Model,"A miniature model of a pyramid, which glows a faint blue. If a deceased creature of Diminutive or Fine size is placed beneath the pyramid, they will be reincarnated in 1d20 hours. The pyramid can manifest this ability once per lunar month.",,Very Rare,,Wondrous Item,,,,5
Ring of Sustenance,Ring of Sustenance – require no food/water/rations,,Very Rare,n/a,Ring,,,,5
Perpetual Tree,The sapling of a young tree. Within a few minutes it will have grown into a wizened oak. A few moments more and the tree slowly fades from existence as a young seedling pushes up from the ground and begins the cycle anew.,,Legendary,,Wondrous Item,,,,6
48-sided Garnet Gemstone,"Garnet is a general class of crystals ranging from deep red to violet in colour. a typical cut for this rare isometric gem is 12 to 24 sides, with the very rare 36 sides being known from time to time. This may be the only 48 sided garnet in existance. and as such it is highly prized.","10,000. gp",Legendary,n/a,Treasure,,,BGII,6
Apparatus of Kwalish,"An apparatus of Kwalish appears to be a large, sealed iron barrel, but it has a secret catch that opens a hatch in one end. Inside, a character finds ten levers. The levers perform various functions, including extending or retracting the legs, tail, pincers and feelers, covering and uncovering the portholes, moving the apparatus, snapping its pincers, opening and closing its magically-lit ""eyes"", rising and sinking in water, and opening or closing the hatch. When activated the apparatus looks like a giant lobster.","10,000. gp",Legendary,500,Wondrous Item,See DMG page 151.,,DMG,6
Apple of the Gods,"Apple of the God’s – gain random ability of 1 god aspect at risk of save vs death, then random forbidden fruit side effect; ability is 1 per day/50% chance success","5,000. gp",Legendary,1,Wondrous Item,,,PlatypusPal,6
Armor +3,You have a +3 bonus to AC while wearing this armor. ,"24,000. gp",Legendary,8 - 60,Armor,"Light, Medium or Heavy",,DMG,6
Armor of Invulnerability,"You have resistance to nonmagical damage while you wear this armor. Additionally, you can use an action to make yourself immune to nonmagical damage for 10 minutes or until you are no longer wearing the armor. Once this special action is used, it can't be used again until the next dawn.","18,000. gp",Legendary,65,Armor,Plate Armor,Requires Attunement,DMG,6
"Balering, the Sword of Balance","A long steel blade with an amber edge and lustrous golden hilt. When first discovered, the blade is without detail, but is filled with runes as members of other races volunteer their blood as tribute to the blade's cause.","3,000. gp",Legendary,,Weapon,"1d8, plus an additional 1d8 radiant damage to Dragons, Garou, and Spiders for each rune that appears on the blade. The blade is adorned with a rune for every 3 different races that willingly shed their blood on the sword.",,/u/gimme_some_sunshine,6
Belt of Cloud Giant Strength,"While wearing this belt, your Strength score changes to 27. If your Strength is already
equal to or greater than 27, the item has no effect on you.","36,000. gp",Legendary,1,Wondrous Item,,Requires Attunement,DMG,6
Belt of Storm Giant Strength,"While wearing this belt, your Strength score changes to 29. If your Strength is already
equal to or greater than 29, the item has no effect on you.","45,000. gp",Legendary,1,Wondrous Item,,Requires Attunement,DMG,6
"Bloodgaze, Champion of Vingaret","This greatsword belongs to the current mortal champion of Vingaret, the goddess of vengeance. Once per day, the attuned champion can choose to have one attack with Bloodgaze deal an extra 1D10 damage to the target if the target was the last creature to attack the champion. This damage increases to 2D10 when the champion reaches 7th level and to 3D10 when the champion reaches 15th level.","50,000. gp",Legendary,15,Weapon,,,Scribnibbler21,6
Bound Armor of the Demon," Gives insane buffs, will eventually turn you into one of whatever it's namesake is.",,Legendary,40 - 60,Armor,,,PlatypusPal,6
Bound Armor of the Fey," Gives insane buffs, will eventually turn you into one of whatever it's namesake is.",,Legendary,40 - 60,Armor,,,PlatypusPal,6
Bound Armor of the Lich," Gives insane buffs, will eventually turn you into one of whatever it's namesake is.",,Legendary,40 - 60,Armor,,,PlatypusPal,6
Brass Halo,A small brass flame-shaped charm on a black cord. The center of the flame is overlaid with platinum and is visible in darkness. Holding it in your hands fills you with a tingling sense of ambition and an urge to act.,"2,000. gp",Legendary,,Wondrous Item,"CHA +2 Whenever you cast a spell, roll a d20. On a 20, that spell will be cast as a 10th level spell. A spell slot of the lowest castable level is expended as a result.",,/u/gimme_some_sunshine,6
Bronze Halo,A flattened bronze halo that hovers behind the bearer's head. It spins rapidly when the bearer exhibits great presence of mind.,"1,000. gp",Legendary,,Wondrous Item,"INT +2 You may add 1d20 to any dice roll you make. A bolt of lightning then strikes you, dealing lightning damage equal to the result of the roll. This can only be done once per dice roll.",,/u/gimme_some_sunshine,6
Cloak of the Shadow General,"A commanding cloak of authority, used to hide whole legions of armies against the Starwizards of the astral planes. ",,Legendary,2,Wondrous Item,"1/ Day: Creatures within a 30 feet radius, including the user, are granted the effects of greater invisibility, and cannot be detected by Truesight and other means of reveal, e.g. Mordenkainen's Faithful Hound.
Charges are restored at dusk.",,u/giratina2648,6
Copper Band of the Deceiver,A copper band with a scale-pattern etched into it. At the top of the bracelet is a broken inset where a platinum decoration used to be.,0. gp,Legendary,,Wondrous Item,"Grants the wearer a feeling of safety that they become instantly addicted to. Wearing it for a full day creates a feeling of dependency, requiring a DC 12 wisdom save to overcome and remove the bracelet. Attempting to do so makes the user panicked and sickened and fearful of the dangers of the world. The DC increases by 2 for each day that they bracelet is worn. After a week, the bearer will look sickly and lose their will to eat. After a month, they will become dark and boney, and begin to develop scarring, and their features will become shifted and demonic. This transition continues until they resemble a waifish demonic figure.

The wearer of this bracelet is immortal in the physical sense, no amount of harm will cause them to die.",,/u/gimme_some_sunshine,6
Copper Halo,A copper gauntlet that never greens. The bearer feels a sense of influence and importance.,"1,500. gp",Legendary,,Wondrous Item,"STR +2 You may point at a creature and give it a command. The command must be phrased as helping you or helping another person to complete a task. If the target has less than 10 intelligence, it obeys you. If its Intelligence is 10 or higher, it makes a DC 17 Wisdom save or follows your command. You may do this to any number of targets, but if one of them fails to listen to you, the effect may break on all others (roll 1d2, success on 1).",,/u/gimme_some_sunshine,6
Eternity Armor,"Nigh-unbreakable golemsteel armor enchanted to withstand nearly any strike.
If a ranged attack targets a friendly creature besides yourself within five feet radius, you can move them and take the shot to negate the damage and effects instead; if they are within a 10 feet radius, use your reaction. ",,Legendary,80,Armor,Heavy Armor | AC 20 | Str 20 | Stealth: Disadvantage,,u/giratina2648,6
Golden Halo,"A necklace of large gold-and-platinum prayer beads, 12 beads in all. They project a feeling of safety and austere silence.","1,000. gp",Legendary,,Wondrous Item,"WIS +2 You may choose one target within ten feet to be encapsulated in an opaque sphere of white force. The target must have 100 or less current HP. When a target is captured in a sphere, a bead on the necklace will turn platinum. Once inside the sphere, time ceases to pass within it, effectively preserving the captive indefinitely. The captives can be released at will.",,/u/gimme_some_sunshine,6
Hallowed Skin,"A thick, flesh-like leather vest adorned with occult symbols and human teeth. Parts of it are ragged with wear, and it feels clammy to the touch.","5,000. gp",Legendary,,Armor,"Grants 12 AC +Dex. Undead creatures revere the bearer of this garment, and will not attack you, unless they are in threat of being destroyed. A good-aligned character wearing this vest will become nauseous, and suffers fitful nightmares on any night after this has been worn, preventing them from benefitting from a long rest.",,/u/gimme_some_sunshine,6
Observer's Ring,This ring is set with a hemispherical glass eyeball that looks around when it is worn. It functions as an alternative eye for the user and is not affected by magic.,"9,000. gp",Legendary,n/a,Ring,,Requires Attunement,,6
Pocket Tornado,"Two disks of hardened quicksilver laying atop one another. If they are separated, a tornado springs up between them – anchored on each end to a disk.",,Legendary,,Wondrous Item,,,,6
Potion of Temporary Immortality,Bottle with a liquid with rainbow colors. When you drink it you automatically succeed on death saving throws for one hour.,,Legendary,n/a,Potion,,,PlatypusPal,6
Seaglass Earring,"A single, elegant seaglass colored earring made of clear glasslike material. Its exact shape changes slowly over time, shifting from one watery artful shape to another.","5,000. gp",Legendary,,Treasure,"The attuned bearer of this earring may cast the ""Control Water"" spell once per day, using Charisma as their modifier. The bearer may also take an aqueous form once per day, becoming immune to nonmagical damage, gaining a swim speed of 60 ft, and may effuse through pinhole openings for up to 1 minute.",,/u/gimme_some_sunshine,6
Silver Halo,A small silver ring shaped from the circle of Captain Wellby's hat.,"2,000. gp",Legendary,,Wondrous Item,"DEX +2 Activate to slip between dimensions - for one minute you can choose to be invisible, ghostly or fully real. You can move through objects at will, and can still affect the material world.",,/u/gimme_some_sunshine,6
Smoldering Cloak,A black and crimson cloak with tattered edges that are ever-glowing as it were on fire on moments ago.,"2,000. gp",Legendary,,Armor,"If an attack would strike you in combat, you may use your reaction to become a cloud of thick, black smoke, and may move up to 15 feet without provoking attacks of opportunity. You must complete a short rest before using this ability again. If you suffer 10 or more fire damage from any source, the feature becomes available again.",,/u/gimme_some_sunshine,6
Solarion,"A simple, sturdy longsword with a broad blade. There is a shining sun sigil at the crossguard. The blade shines as if reflecting sunlight, even in the dimmest rooms.","10,000. gp",Legendary,5,Weapon,"1d8, +1d6 fire, +1d6 radiant. As a bonus action, you may hold the sword above your head, under a clear, bright day in order to charge the sword with power. Doing so increases the fire and radiant damage of the weapon to 2d6 for one minute. The blade also emits a bright light in 60 feet at will.",,/u/gimme_some_sunshine,6
Thaxton's Hammer,"This warhammer belonged to a famous dwarven general known as Thaxton the Fierce. It grants a +1 bonus to attack and damage rolls, as well as Intimidation checks, to the user. If the user is a dwarf, this bonus is increased to +2.",,Legendary,,Weapon,,,Scribnibbler21,6
The Book of Kaza,"The Book of Kaza is a famed tome written by the lich, Kaza. It is said to deal with the darkest secrets of necromancy, though the pages appear to be blank when you look at it. Kaza was destroyed during the upheaval of Nethril's final days. How it has come to its present location after so many years is anyone's guess.        ","4,500. gp",Legendary,1.5,Book,,Language: Abyssal,BGII,6
The Box of 'Do Want'," ""The Box of Do Want"" which made anyone looking into the box desire whatever it was that I put inside of it. A rock? The shopkeeper wants it so badly they're willing to pay their entire fortune. A spoon? The tavern keeper is willing to give you his daughter.",,Legendary,,Wondrous Item,,,PlatypusPal,6
The Eye of Far Seeing,"This legendary eyeball, said to have once been that of a gynosphinx, has the capability to scry at a radius of around 1000 miles. To use it, one must attune to it and to do so, one must gouge out one of their own eyes and replace it with the Eye of Far Seeing (similar to the eye of vecna).","30,000. gp",Legendary,n/a,Wondrous Item,"Inserting this eye into one of your own eyes lots gives the ability to scry at will twice (or thrice) a day. If it is used more than that, your vision in that eye will start to fade and you will suffer exhaustion. ",Requires Attunement,J,6
Vial #2,"Vial #2 contains speculumia, a slightly greenish opaque liquid that when drunk suddenly causes a cloud of smoke and summons an exact copy of whoever drank it. The new person is completely the same as the drinker and will actually think that he is the one who drank the drink, the sudden cloud of smoke will prevent anyone witnessing the situation from being able to tell which one is the original person.",,Legendary,,Wondrous Item,,,,6
Rust-Dust Bomb,Rust-dust Bomb – metallic eating dust,,Rare,,Wondrous Item,,,,4
Sack of Flower Bulbs,A sack of prized flower bulbs,,Mundane,,Treasure,,,,1
Sales Receipt,Receipt for delivery of slaves,,Mundane,,Quest Hook,,,,1
Salve of Silence,Salve of Silence – armor improving sound nullifier,,Uncommon,,Wondrous Item,,,,3
Sand Crown Crown,"When used (worn), this seemingly golden crown turns to sand and falls to the ground where it reforms into a crown. Any gold, silver, or copper item it is placed near will also gain this property. A coin would only turn to sand when it was being used (spent), etc
",,Common,,Wondrous Item,,,,2
Satchel,"A thick leather satchel containing an adventurer's’ kit: 6 wax candles, two pieces of white chalk, two pieces of red chalk, a small bag of (100) clay marbles, a whistle, four pieces of charcoal, three large sacks, six iron pitons, a hammer, a tinderbox with flint and steel, 2 empty copper vials, a chunk of coal, and three large sheets of paper.",10. gp,Common,,Adventuring Gear,,,,2
Satyr Pipes,Silver pan/satyr pipes/flute,,Common,,Treasure,,,,2
Sausages,Package of d6 sausages,,Mundane,,Treasure,,,,1
Screaming Arrows,A quarry of 20 Screaming Arrows – intimidate/fear check,,Uncommon,,Wondrous Item,,,,3
Scroll Case,"Nigh-indestructible scroll case – leviathan ivory, jewel encrusted, demon paintings on side – scraps of scroll inside",,Common,,Treasure,,,,2
Scroll of Cursed Gibberish,"Without a successful Arcana check of 25, this scroll appears to be a Scroll of Comprehend Language. When used, however a DC save must be made or the user will be unable to speak anything but gibberish for 1d20 days.",,Rare,n/a,Book,,,,4
Scroll of Summon Moose,Summons a moose.,,Rare,n/a,Book,,,,4
Sea Shell Coil,A 40’ coil of rare sea shells strung on a silken cord,,Common,,Treasure,,,,2
Self-Incinerating Pellets,extra planar/dimensional transport/escape to pocket dimension with scrying/teleportation stone/orb,,Rare,,Wondrous Item,,,,4
Service Record,A scroll detailing the bound service of two men-at-arms sworn to six months of service.,,Mundane,,Book,,,,1
Shadoweave Armor,Shadoweave armor is woven with darkness imbued into its silk. +6 armor +6 max bonus,,Rare,5,Armor,,,,4
Sharkskin Armour,Studded leather armor made from sharkskin set with iron disks.,100. gp,Common,10,Armor,"Light Armor
Armor Class: 12 + Dex Modifier",,,2
Sharpening Stone,A high quality sharpening stone,,Common,,Adventuring Gear,,,,2
Shrunken Head,Shrunken head with command word – 1 ray spell per hour,,Uncommon,,Wondrous Item,,,,3
Shurikens,A leather string holding 11 silver shuriken. ,12. gp,Common,,Weapon,,,,2
Signet Ring of Gold,"A large signet ring of gold, worked with a unicorn crest. Any commoner who dons the ring will suddenly discover its metal heated to unbearable levels – causing one hit point of damage per round. However, anyone with noble blood (however slight), or destined to become a noble at some point in the future, who does the same will suffer only a momentary flash of pain (with an accompanying 1 hp of damage). They will find that the unicorn crest has reshaped itself to their own heraldry, which has also been branded in miniature form upon the back of the finger. From this point forward, they can put on or remove the ring at will without any further ill effects.",,Uncommon,n/a,Ring,,,,3
Silver Brooch,"A silver brooch depicting a mage’s tower. (This could be a pass for magical wards at the mage’s tower, at the DM’s discretion.)",12. gp,Mundane,,Treasure,,,,1
Silver Bullets,A pouch filled with 13 silver sling bullets. Each bullet is engraved with the holy symbol of Pelor.,10. gp,Common,,Weapon,,,PlatypusPal,2
Silver Ore,A large chunk of raw silver ore.,5. gp,Common,25,Treasure,,,,2
Silver Spoons,A set of 8 silver spoons.,2. gp,Mundane,,Treasure,,,,1
Silver Statuettes,"A set of five small silver statuettes (each about 2” tall) consisting of a cat, an owl, a falcon, a horse and a griffon.",45. gp,Common,,Treasure,,,,2
Six Fingered Gloves,"Two six-fingered gloves, along with a matching seven-fingered glove. The set is made of supple black leather, and stitched with fine, silver thread.",,Common,,Treasure,,,,2
Skeleton Key,"A single, platinum skeleton-key on a platinum ring. The key is finely crafted, with a delicate design etched in elvish characters along the length and across the bow.",37. gp,Common,n/a,Treasure,,,,2
Skeleton Key Chain,Key chain with multiple types of ‘skeleton keys’,,Common,,Adventuring Gear,,,,2
Skull Idol,Gold dipped idol of several skulls,600. gp,Uncommon,3,Treasure,,,,3
Slave Order,A bearer-order allowing the possessor to take ownership of a dozen slaves from Zoealage the flesh-monger,,Common,,Quest Hook,,,PlatypusPal,2
Smoke of Deceit,"One time use only, grants perfect hide and move silently rolls to all allies. effect is lost if moved within 10ft of enemy",,Uncommon,,Armor,,,,3
Aeger's Hide,"This heavy and thick bear hide is all that remains of the fabled Aeger. Several hundred years ago, the Aeger, a giant bear, terrorized hundreds of small villages up and down the Sword Coast. The bear was invulnerable to fire, cold, or acid. Finally the young men and women of several villages banded together, forming a militia almost two hundred people strong. The Aeger was surrounded and finally slain. Less than a dozen villagers survived, and they carved the Aeger's hide amongst themselves. Out of one of the pieces this armor was created.	","9,000. gp",Uncommon,35,Armor,"Medium Armor
Armor Class: 12 + Dex Modifier (max 2)
Provides +15% resistance to fire, cold, and acid
Render's it's wearer immune to confusion",Requires Attunement,Baldur's Gate II,3
Smoking Box,"A long, narrow wooden box containing forty, ½ lb rolls of quality smoking leaf.",,Common,,Treasure,,,,2
Smoking Pipe,"A six foot long smoking pipe made of ivory, possibly a narwhal horn, carved to look like a twisting serpent.",,Common,,Treasure,,,,2
Smuggler's Boots,Smugglers boots – great for hiding a concealed backup dagger or wand,,Common,,Adventuring Gear,,,,2
Smuggler's Coat,A hooded cloak with a dozen inside pockets.,,Common,,Adventuring Gear,,,,2
Snail Dye,A 1 quart jar of rare purple snail dye.,,Mundane,,Treasure,,,,1
Snakeskin Scimitar,A scimitar with a gold and snakeskin hilt set with a citrine.,100. gp,Common,,Weapon,,,,2
Snow Serpent Stockings,Four pairs of snow serpent fur felt stockings,20. gp,Common,,Treasure,,,,2
Solomon's Fishing Pole,"A cursed fishing pole made of blackened ash. It will never catch a fish – although, if one attempts to use it unbaited, they will succeed in catching skeleton fish.",,Uncommon,,Wondrous Item,,,,3
Sortida Compass,"Brass dungeon compass, runic markings, always points to nearest exit.",,Uncommon,,Wondrous Item,,,,3
Special Syrup,A two gallon stone ware jug containing hallucinogenic tree sap syrup ,20. gp,Common,,Wondrous Item,,,,2
Spider-Silk Rope,Giant spider silk rope – sticks to most surfaces (including oiled gloves),,Uncommon,,Wondrous Item,,,,3
Staff of Eulosus,"once per day, standard. lifts target into air for 3 rounds. Enemy can make a reflex save each round to get out DC 10+User level. Deals 1d8 after 1 round, then 2d8, and 3d8 if they cannot get out after 3 rounds",,Uncommon,,Wondrous Item,,,,3
Staff of Force,"once per day, standard. push target 10 ft the direction they are facing. once per day. If target is pushed into another creature, they deal 1d20 damage. to each other. If target is pushed into object, they take 1d20. Target can make a fort save against the push, goes against users 1d20+will mod ",,Uncommon,,Wondrous Item,,,,3
Steel Spiked Gauntlets,"A pair of blue enameled steel spiked gauntlets. The palms of both gauntlets are designed to display the Cambersome family crest, a stylized ‘C’ shaped into the likeness of a coiled serpent.",90. gp,Common,,Armor,,,,2
Stem-Stone,Pebble that transforms into whatever inorganic substance it last touched. Currently the leather of your pouch. ,,Uncommon,,Wondrous Item,,,,3
Sting,"Monster presence detecting weapon (Hobbit – Sting, Orcs/Goblins)",,Rare,,Weapon,,,,4
Storm Giant Coins,"Thirty storm giant minted gold coins, each is the size of a dinner plate and weighs 17 lbs. The image stuck on the coins shows a giant hand flicking a human off a table.",,Uncommon,,Treasure,,,,3
Storm Giant Horn,A horn fashioned from the translucent bone of a storm giant. Those who put their ear to the horn hear it whisper the sounds of an unknown village square. Whether the village which they hear is – or was – a real place is a mystery which may never be solved. (Twin horn in village square allows communication between the two).,,Uncommon,,Wondrous Item,,,,3
Straw Broom,A straw broom,,Mundane,,Treasure,,,,1
Stuffed Falcon,"A stuffed falcon, tattered with age, with black onyx eyes. (Onyx value: 5gp each)",,Common,,Treasure,,,,2
Sunrod Quiver,A short quiver holding 3 sunrods.,6. gp,Common,,Treasure,,,,2
Sword of Battle Fury,Battle Fury-grants the feat Cleave,,Uncommon,,Weapon,,,,3
Tactical Defense Stick,Tactical defense stick…,,Mundane,,Weapon,,,,1
Talking Toad,"Enchanted talking toad – polymorphed noble – knowledge of multiple regions, religions & other worldly strangeness",,Uncommon,,Wondrous Item,,,,3
Tasty Cake,A well-sealed cake box with intact cake,,Common,,Treasure,,,,2
Tattoo Kit,Ritualistic tattooing kit,,Common,,Treasure,,,,2
Teak Mask,"A cracked mask of teak wood, colored in (chipped) blue and red paint depicting the face of a fairy (4sp)",,Common,,Treasure,,,,2
Teakwood Quarterstaff,"An ornately carved quarterstaff of teakwood. The end is carved into the likeness of a dragon’s head, with (painted red) flame issuing from its mouth and the butt end carved into an entwining serpent-like tail. (5gp)",5. gp,Common,,Weapon,,,,2
The Bloody Burden,Each day this blade draws no blood it becomes heavier to bear.,,Uncommon,,Weapon,,,PlatypusPal,3
The Elven Mirror,"A plain mirror with a frame of pale ashwood. Whenever someone looks in the mirror, however, they perceive an elven face in place of their own.",,Uncommon,,Wondrous Item,,,,3
The Erian Tapestry,"A famous (or forgotten) tapestry depicting the Fall of Erian. The figures upon the tapestry move and change, re-enacting – in an artistically abstracted form – the legendary battle over the course of half an hour.",,Uncommon,,Wondrous Item,,,,3
The Headless Helm,Functions as a normal helmet other than the fact that it turns the user's head invisible.,,Uncommon,,Armor,,,,3
The Living Lantern,"The Living Lantern, it acts as a decent light source, but it hates wooden items and structures and tends to set them on fire. I haven't decided if it should take a liking to burning cloth. It has some very curious results, mostly involving villagers getting angry at their houses burning or support struts burning down resulting in some catastrophic collapse.",,Uncommon,,Wondrous Item,,,,3
The Neverburning Torch,"The neverburning torch. A jet black torch, with an inscription in gold upon its side: “Only in your hour of darkest need will I light.” All attempts – magical or otherwise – to light the torch will fail, but if the character carrying the torch ever finds himself upon the brink of death, the torch will flare to life.",,Common,,Wondrous Item,,,,2
The Scalpel,Scalpel capable of cutting any substance,,Common,,Weapon,,,,2
The Torturer's Dagger,Found on the corpse of an enemy from the realm of chaos.,,Common,1,Weapon,"1d4 Piercing - Finesse, Light - Range: 20/60 
Any wounds inflicted using this dagger are healed two rounds later.",,,2
Throwing Axe of Appendage Severing,"If the user of this throwing axe manages a critical hit, it will sever an appendage. – critical = appendage severed",,Uncommon,,Weapon,,,,3
Thunder Pommel,When embedded in the hilt of a weapon. -deal and additional 1d6 lightning damage on attacks with an odd 1d20 roll,,Uncommon,,Wondrous Item,,,,3
Tigerseye Ring,"You find a barrel filled with broken crockery. Near the bottom is a mouse nest in which, amidst the tangled mouse fur, lays a silver ring set with a polished tigerseye.",200. gp,Common,n/a,Treasure,,,,2
Tiny Phantasm,A floating mass of swirling colours the size of a penny. It follows your every command and leaves a multicolour trail across any surface it touches. Cannot physically interact in any other way.,,Uncommon,,Wondrous Item,,,,3
Top Secret Battle Monkeys,Box of ‘Top Secret Battle Monkeys’,,Common,,Treasure,,,,2
Totem Pole,"A pinewood totem pole of the northern barbarians, bearing six faces (from top to bottom): a hawk, a demon, an elk, a man, a fox, and a white dragon. The hawk has a silver feather on the left side of its face (8gp), the demon has a gold nose-ring (6gp), the elk has copper antlers (4gp), the man has electrum eyes (3gp each), the fox has a black onyx nose (15gp), and the dragon has ivory teeth (30 teeth worth 1gp each). The pole is fifteen feet tall and weighs 200 pounds. (4.57m, 90.7kg)",,Uncommon,,Treasure,,,,3
Trap Detection Key,"A token/key designed to deactivate all traps within the dungeon, requires activation at security box in secret depths of deepest part of dungeon",,Uncommon,,Wondrous Item,,,,3
Treasure Map I,Piece of Legendary weapon & map with possible locations for other pieces,,Common,,Quest Hook,,,,2
Treasure Map II,"A peg leg inscribed with a pirate’s treasure map. The map is either false or its treasure has long since been plundered. If you wish to provide the PCs with a true map, then one may be found in the hollow compartment within the leg.",,Common,,Quest Hook,,,,2
Triple Barreled Crossbow,Triple ‘barreled’ crossbow,,Uncommon,,Weapon,,,,3
Triple Harness,"A leather harness bearing three short quivers (sized for quarrels, rather than arrows). The first holds a dozen red-fletched quarrels, the second a dozen green fletched quarrels, and the third has a dozen white fletched quarrels.",5. gp,Common,,Treasure,,,,2
Troll Horn,"When blown, any trolls within a mile or so will approach the players",,Common,,Wondrous Item,,,,2
Troll Oboe,An oboe-like musical instrument made from a troll’s femur.,,Common,,Treasure,,,,2
Troll-Rubber Boots,Troll-rubber boots. They give a +1 to stealth movement.,,Uncommon,,Armor,,,PlatypusPal,3
Undead Knife,Knife of a god of undeath. It turned whoever owned it immediately undead.,,Rare,,Weapon,Cursed,,,4
Underworld Currency,"Underworld Currency – lead coins; purple rocks/crystals, fairy dust, dragon scales, dna globules (rocks/capsules with runic understanding of specific creatures), tally bones, soul traps/crystals",,Uncommon,,Treasure,,,,3
Unicorn Pipes,"A set of panpipes carved from the bones of a unicorn. When played, they do not make the slightest sound.",,Common,,Treasure,,,,2
The Book of Monster Recipes,"This leather-bound recipe book appears to be aimed at adventurers who aren't satified with merely fighting monsters and taking their treasure. It features a mixed selection of recipies, with side-notes on how best to prepare the remains of each creature included. ""Braized Dragon Liver and Onions"", ""Eye of the Beholder Soup"", ""Rust Monster Jerky"" and ""Gelatinous Cube Jelly"" are particular standouts.",40. gp,Common,1,Book,Allows the reader to prepare meals from most common monsters without poisoning themselves.,Language: Common,Uberbeard,2
Unspoiled Golden Apples,"A bowl full of golden apples found in the midst of ruins which have long been left desolate and uninhabited. They are quite edible and unspoiled. If they are taken beyond the ruins, they will lose their golden sheen and appear – in all respects – as normal, red apples. So long as they remain within the ruins, however, they are golden, and will not age or rot.",,Common,,Wondrous Item,,,,2
Urn of Shadows,"Urn of shadows-starts with no charges, user can grant allies 10HP, or deal 10 damage to enemies. gains additional uses for every 2 creatures that die within 40ft radius of holder",,Rare,,Wondrous Item,,,DOTA,4
Vials of Oil,Seventy-three clay vials of oil (1 pint each). ,75. gp,Common,,Treasure,,,,2
Visikus,"This dagger belonged to the great druid, Marcek, a wise and cunning elf who fell only to the fiery Wyrm, Brazzemel, during his quest to reclaim the lost Eladrin spell tomes. Marcek inherited this dagger from his master and mentor, Garbasen the Sage, who crafted it with ancient Eladrin magic. Covered in etched runes and jewels, this dagger holds a legendary history and a powerful magic core.",,Uncommon,1,Weapon,"1d4 Piercing - Finesse, Light - Range: 20/60",,,3
Wand Chamber,"Wand Chamber – fashioned to look like a scroll case, it contains 1d12 slots to hold wands – think of it as a circular bandolier for your everyday wizard",,Common,,Adventuring Gear,,,,2
Wand of Eye-Poking,"A wand of eye poking, four charges. It will unerringly poke out the eye of a target creature within arm’s reach.",,Uncommon,,Wondrous Item,,,,3
Warning Box,Box with runic markings for destroy/to be destroyed containing cursed object,,Common,,Treasure,,,,2
Water Damaged Ledger,Water damaged ledger – hidden location,,Common,,Quest Hook,,,,2
Waterskin of Inexplicable Amelioration,A sheep's bladder waterskin. It is lined with a suedelike fabric which has been beautifully stiched with the image of a stag's head. ,600. gp,Uncommon,,Wondrous Item,"When any liquid is poured into this waterskin it is instantly purified of disease, poison or other potentially harmful contaminents.",,,3
Weapon Cabinet,"A weapons cabinet, unlocked and immovable, containing: 12 score arrows (1gp/score), 40 javelins (1gp each), 120 crossbow bolts (1sp/each), and a short bow (30gp).",94. gp,Common,,Treasure,,,,2
Whalebone Scrimshaw,"An elaborate, whalebone scrimshaw carving of intertwined orbs, each showing the legend of creation story of one of the seven civilized religions, roughly 10” in diameter.",45. gp,Common,,Treasure,,,,2
White Ivory Cane,"A cane of the purest white ivory, decorated with ruins unknown to modern scholars, and topped with a handle of polished amber. Trapped within the amber is a strange creature unlike any the PCs have ever seen before.",,Common,,Treasure,,,,2
White Marble Ball,"A small ball of white marble – roughly three inches across – which hovers in the air until it is touched or disturbed, at which point it falls to the floor and ceases to exhibit any supernatural properties.",,Common,,Treasure,,,,2
Wolfsbane,D8 springs of wolfsbane,,Mundane,,Treasure,,,,1
Worldly Tortoise,"A small tortoise (STR 2, DEX 1, WIL 6, 1hp, Armour 1) that knows the way to anywhere you ask, but gets there very slowly. ",,Rare,,Wondrous Item,,,,4
Wrought Iron Sign,"A large, wrought-iron sign crafted to read: “Beware of Wyvern” in a bold script.",70. gp,Common,80,Treasure,,,,2
Yggdrasil Leaf,A leaf from the great tree Yggdrasil.,,Uncommon,n/a,Treasure,,,,3
Zombie Dust,"A small, brown glass jar, sealed with wax, with a gray dust inside. A white label is affixed to the jar, and reads: “Zombie Dust” in a shaky script. (It is zombie dust.)",3. gp,Common,1,Treasure,,,,2
Zulabar's Fist-Stick,"A trolls hand mounted on a three foot rod. It will grasp objects or make a fist. Commands: Grabit, Leggo, Fist.",,Uncommon,4,Wondrous Item,,,,3
Peg Leg,You'll never know if the owner willingly parted with this prosthetic. You do know that it makes an effective cudgel.,,Mundane,,Weapon,,,Uberbeard,1
Prick Axe,A pick axe has a curved iron head that is useful for breaking up rocky surfaces. A prick axe has an uncomfortable knobbly handle and the axe head constantly falls off.,,Mundane,,Weapon,1d4 Piercing - Simple - Light,,Uberbeard,1
Terrible Thermometer,"This thermometer has a long, silver blade and a pommeled wooden handle. ""Come here, monster! I just want to take your temperature!""",,Common,,Weapon,,,Uberbeard,2
